기관명,과정명,회차,모집인원,수강신청인원,수강확정인원,수료인원,평균 인원,전회차 인원,6개월후_취업률,만족도_평균점수,만족도_응답자수,개강일,종강일,직종,훈련유형,훈련시간,주소
그린컴퓨터아트학원,『기업연계 프로젝트형』 웹디자인(웹퍼블리셔)&프론트엔드 SW개발자 양성,3회차,20,19,19,15,15.0,20,86.7,95.9,14,2023-05-12,2023-10-31,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,"(03192) 서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스) 2층, 5층 일부 그린컴퓨터아트학원"
그린컴퓨터아트학원,『기업연계 프로젝트형』 웹디자인(웹퍼블리셔)&프론트엔드 SW개발자 양성,4회차,20,11,11,8,15.0,19,50.0,85.7,8,2023-12-27,2024-06-26,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,"(03192) 서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스) 2층, 5층 일부 그린컴퓨터아트학원"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,2회차,100,93,93,67,59.67,90,28.4,71.4,75,2023-05-22,2023-10-25,응용SW엔지니어링(20010202),K-디지털 트레이닝,800,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,3회차,100,61,61,50,59.67,93,28.0,76.8,53,2023-09-11,2024-02-28,응용SW엔지니어링(20010202),K-디지털 트레이닝,800,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,4회차,100,25,25,18,59.67,61,66.7,75.5,21,2023-11-20,2024-05-03,응용SW엔지니어링(20010202),K-디지털 트레이닝,800,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,파이썬을 활용한 고도화 백엔드 아키텍처 설계 및 개발 과정,1회차,100,30,30,14,30.0,해당 정보 없음,35.7,89.7,18,2023-05-22,2023-10-24,응용SW엔지니어링(20010202),K-디지털 트레이닝,800,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,1회차,25,17,17,16,20.5,해당 정보 없음,56.3,91.4,15,2023-06-07,2023-12-08,핀테크엔지니어링(20010210),K-디지털 트레이닝,968,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,2회차,25,24,24,17,20.5,17,58.8,63.9,19,2023-08-31,2024-02-29,핀테크엔지니어링(20010210),K-디지털 트레이닝,968,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",1회차,20,8,8,6,11.75,해당 정보 없음,50.0,78.6,6,2023-06-12,2023-12-27,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",2회차,30,16,16,8,11.75,8,37.5,78,13,2023-07-31,2024-02-19,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",3회차,28,10,10,9,11.75,16,66.7,88.9,9,2023-09-11,2024-03-29,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",4회차,30,13,13,12,11.75,10,66.6,91.7,12,2023-10-23,2024-05-16,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
케이지에듀원 아이티뱅크종로학원,퍼블릭 클라우드 기반 DevSecOps 융합 인재 양성 과정,1회차,25,18,18,13,21.5,해당 정보 없음,46.2,98.9,13,2023-06-26,2023-12-27,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
