기관명,주소,과정명,회차,직종,훈련유형,개강일,종강일,훈련시간,모집인원,수강신청인원,수강확정인원,수료인원,평균 인원,전회차 인원,만족도_평균점수,만족도_응답자수,6개월후_취업률
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,7회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-01-27,2023-07-21,960,30,30,30,23,26.75,30,83,26,47.8
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,8회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-07-25,2024-01-18,960,30,29,29,23,26.75,30,89,26,78.3
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,9회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-07-26,2024-01-24,960,30,29,29,22,26.75,29,95.1,26,72.7
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,10회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-08-17,2024-03-15,960,30,19,19,14,26.75,29,80,15,50.0
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,7회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-01-31,2023-07-24,960,30,17,17,15,26.4,25,88.4,16,86.7
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,8회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-03-21,2023-09-11,960,30,28,28,21,26.4,17,74,22,76.2
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,9회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-07-11,2024-01-10,960,30,30,30,29,26.4,28,94.2,27,72.4
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,10회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-07-25,2024-03-15,960,30,29,29,13,26.4,30,83.7,21,61.5
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,11회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-09-19,2024-03-26,960,30,28,28,25,26.4,29,99.4,24,72.0
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,5회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-02-21,2023-08-16,960,30,30,30,23,26.67,23,85.7,26,47.8
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,6회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-05-23,2023-11-16,960,30,28,29,16,26.67,30,46.9,21,43.8
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,7회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-08-22,2024-02-21,960,30,21,21,10,26.67,29,62.2,14,50.0
