기관명,과정명,회차,모집인원,수강신청인원,수강확정인원,수료인원,평균 인원,전회차 인원,6개월후_취업률,만족도_평균점수,만족도_응답자수,개강일,종강일,직종,훈련유형,훈련시간,주소
(주)솔데스크,자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,9,30,30,30,해당 정보 없음,22.2,25,해당 정보 없음,100,23,2024-02-19,2024-08-23,빅데이터분석(20010105),K-디지털 트레이닝,960,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층"
(주)솔데스크,자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,10,30,17,16,해당 정보 없음,22.2,30,해당 정보 없음,81.3,13,2024-04-02,2024-10-02,빅데이터분석(20010105),K-디지털 트레이닝,960,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층"
(주)솔데스크,자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,11,30,18,18,해당 정보 없음,22.2,16,해당 정보 없음,96.1,11,2024-07-23,2025-01-20,빅데이터분석(20010105),K-디지털 트레이닝,960,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층"
(주)솔데스크,자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,12,30,22,22,해당 정보 없음,22.2,18,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-07-23,2025-03-05,빅데이터분석(20010105),K-디지털 트레이닝,960,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층"
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",5,20,19,19,해당 정보 없음,16.17,13,해당 정보 없음,80.7,17,2024-01-29,2024-08-23,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",6,30,16,16,해당 정보 없음,16.17,19,해당 정보 없음,45.7,15,2024-03-04,2024-09-25,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",7,28,10,10,해당 정보 없음,16.17,16,해당 정보 없음,77.8,9,2024-04-15,2024-11-08,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",8,30,18,18,해당 정보 없음,16.17,10,해당 정보 없음,98.8,12,2024-05-27,2024-12-19,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",9,30,20,20,해당 정보 없음,16.17,18,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-07-22,2025-02-14,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",10,20,14,14,해당 정보 없음,16.17,20,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-09-09,2025-04-03,응용SW엔지니어링(20010202),K-디지털 트레이닝,1080,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,3,25,22,22,해당 정보 없음,19.0,24,해당 정보 없음,78.1,15,2024-01-31,2024-08-02,핀테크엔지니어링(20010210),K-디지털 트레이닝,968,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,4,25,20,20,해당 정보 없음,19.0,22,해당 정보 없음,46.9,14,2024-03-11,2024-09-06,핀테크엔지니어링(20010210),K-디지털 트레이닝,968,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,5,22,20,20,해당 정보 없음,19.0,20,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-08-05,2025-02-13,핀테크엔지니어링(20010210),K-디지털 트레이닝,968,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,6,22,15,15,해당 정보 없음,19.0,20,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-09-23,2025-03-27,핀테크엔지니어링(20010210),K-디지털 트레이닝,968,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,7,22,19,18,해당 정보 없음,19.0,15,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-12-16,2025-06-20,핀테크엔지니어링(20010210),K-디지털 트레이닝,968,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
더조은컴퓨터아카데미 종로,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,8,20,9,9,해당 정보 없음,11.67,14,해당 정보 없음,62.5,8,2024-02-05,2024-09-25,빅데이터분석(20010105),K-디지털 트레이닝,1220,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층
더조은컴퓨터아카데미 종로,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,9,20,15,16,해당 정보 없음,11.67,9,해당 정보 없음,53.6,8,2024-05-22,2025-01-08,빅데이터분석(20010105),K-디지털 트레이닝,1220,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층
더조은컴퓨터아카데미 종로,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,10,20,10,10,해당 정보 없음,11.67,16,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-08-05,2025-03-24,빅데이터분석(20010105),K-디지털 트레이닝,1220,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층
케이지에듀원 아이티뱅크종로학원,퍼블릭 클라우드 기반 DevSecOps 융합 인재 양성 과정,3,25,18,18,해당 정보 없음,17.67,25,해당 정보 없음,90.1,13,2024-02-13,2024-08-12,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,퍼블릭 클라우드 기반 DevSecOps 융합 인재 양성 과정,4,25,21,21,해당 정보 없음,17.67,18,해당 정보 없음,63.9,19,2024-06-27,2024-12-27,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,퍼블릭 클라우드 기반 DevSecOps 융합 인재 양성 과정,5,25,14,14,해당 정보 없음,17.67,21,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-09-23,2025-03-27,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
주식회사멋쟁이사자처럼,멋쟁이사자처럼 데이터 분석 스쿨,2,60,55,55,35,48.67,32,57.199999999999996,84,41,2024-02-13,2024-07-03,빅데이터분석(20010105),K-디지털 트레이닝,720,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 데이터 분석 스쿨,3,60,53,53,해당 정보 없음,48.67,55,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-08-27,2025-01-23,빅데이터분석(20010105),K-디지털 트레이닝,720,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 데이터 분석 스쿨,4,60,38,38,해당 정보 없음,48.67,53,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-12-19,2025-05-16,빅데이터분석(20010105),K-디지털 트레이닝,720,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,파이썬을 활용한 고도화 백엔드 아키텍처 설계 및 개발 과정,2,100,44,44,해당 정보 없음,22.5,30,해당 정보 없음,86.1,36,2024-02-19,2024-08-02,응용SW엔지니어링(20010202),K-디지털 트레이닝,880,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,파이썬을 활용한 고도화 백엔드 아키텍처 설계 및 개발 과정,3,100,19,19,해당 정보 없음,22.5,44,해당 정보 없음,74.7,13,2024-06-27,2024-12-13,응용SW엔지니어링(20010202),K-디지털 트레이닝,880,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,파이썬을 활용한 고도화 백엔드 아키텍처 설계 및 개발 과정,4,100,15,15,해당 정보 없음,22.5,19,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-10-10,2025-04-08,응용SW엔지니어링(20010202),K-디지털 트레이닝,880,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,파이썬을 활용한 고도화 백엔드 아키텍처 설계 및 개발 과정,5,100,12,12,해당 정보 없음,22.5,15,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-12-30,2025-06-27,응용SW엔지니어링(20010202),K-디지털 트레이닝,880,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
케이지에듀원 아이티뱅크종로학원,하이브리드 및 멀티클라우드 아키텍트 양성 과정,4,25,11,11,해당 정보 없음,17.0,21,해당 정보 없음,71.4,9,2024-02-29,2024-08-01,IT시스템관리(20010301),K-디지털 트레이닝,800,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,하이브리드 및 멀티클라우드 아키텍트 양성 과정,5,25,22,22,해당 정보 없음,17.0,11,해당 정보 없음,56.3,17,2024-03-25,2024-08-22,IT시스템관리(20010301),K-디지털 트레이닝,800,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,하이브리드 및 멀티클라우드 아키텍트 양성 과정,6,25,18,18,해당 정보 없음,17.0,22,해당 정보 없음,69.6,8,2024-05-07,2024-10-08,IT시스템관리(20010301),K-디지털 트레이닝,800,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,하이브리드 및 멀티클라우드 아키텍트 양성 과정,7,25,15,15,해당 정보 없음,17.0,18,해당 정보 없음,90.1,13,2024-08-02,2024-12-30,IT시스템관리(20010301),K-디지털 트레이닝,800,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
케이지에듀원 아이티뱅크종로학원,하이브리드 및 멀티클라우드 아키텍트 양성 과정,8,25,19,19,해당 정보 없음,17.0,15,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-10-14,2025-03-14,IT시스템관리(20010301),K-디지털 트레이닝,800,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층
그린컴퓨터아트학원,『기업연계 프로젝트형』 웹디자인(웹퍼블리셔)&프론트엔드 SW개발자 양성,5,20,15,15,해당 정보 없음,13.67,11,해당 정보 없음,90.5,12,2024-03-08,2024-09-02,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,"(03192) 서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스) 2층, 5층 일부 그린컴퓨터아트학원"
그린컴퓨터아트학원,『기업연계 프로젝트형』 웹디자인(웹퍼블리셔)&프론트엔드 SW개발자 양성,6,20,12,12,해당 정보 없음,13.67,15,해당 정보 없음,100,8,2024-07-04,2025-01-07,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,"(03192) 서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스) 2층, 5층 일부 그린컴퓨터아트학원"
그린컴퓨터아트학원,『기업연계 프로젝트형』 웹디자인(웹퍼블리셔)&프론트엔드 SW개발자 양성,7,20,14,14,해당 정보 없음,13.67,12,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-09-23,2025-04-01,응용SW엔지니어링(20010202),K-디지털 트레이닝,960,"(03192) 서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스) 2층, 5층 일부 그린컴퓨터아트학원"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 백엔드 스쿨,7,110,60,60,해당 정보 없음,60.0,53,해당 정보 없음,80.1,53,2024-03-11,2024-09-06,응용SW엔지니어링(20010202),K-디지털 트레이닝,920,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
이젠아카데미 DX교육센터,AWS 프론트엔드 풀스택 웹서비스개발(데이터분석 플랫폼),5,30,20,20,해당 정보 없음,20.0,11,해당 정보 없음,100,20,2024-03-12,2024-08-21,응용SW엔지니어링(20010202),K-디지털 트레이닝,860,"(03189) 서울특별시 종로구 우정국로2길 37(관철동, 청문학원) 5층,6층"
더조은컴퓨터아카데미 종로,클라우드(AWS) 환경에서 개발하는 풀스택(프론트엔드&백엔드) 자바(JAVA)웹&앱,4,20,17,17,해당 정보 없음,14.0,24,해당 정보 없음,90.9,11,2024-03-13,2024-10-23,응용SW엔지니어링(20010202),K-디지털 트레이닝,1202,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층
더조은컴퓨터아카데미 종로,클라우드(AWS) 환경에서 개발하는 풀스택(프론트엔드&백엔드) 자바(JAVA)웹&앱,5,20,11,11,해당 정보 없음,14.0,17,해당 정보 없음,60,10,2024-05-29,2025-01-08,응용SW엔지니어링(20010202),K-디지털 트레이닝,1202,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층
하이미디어아카데미인재개발원,"[실무프로젝트]자바 웹개발자(React, Springboot, intelliJ, AWS)",2,30,27,27,해당 정보 없음,21.33,17,해당 정보 없음,74.1,21,2024-03-18,2024-09-06,응용SW엔지니어링(20010202),K-디지털 트레이닝,940,"(03163) 서울특별시 종로구 인사동길 12 7층, 15층"
하이미디어아카데미인재개발원,"[실무프로젝트]자바 웹개발자(React, Springboot, intelliJ, AWS)",3,30,22,22,해당 정보 없음,21.33,27,해당 정보 없음,74.6,18,2024-06-17,2024-12-04,응용SW엔지니어링(20010202),K-디지털 트레이닝,940,"(03163) 서울특별시 종로구 인사동길 12 7층, 15층"
하이미디어아카데미인재개발원,"[실무프로젝트]자바 웹개발자(React, Springboot, intelliJ, AWS)",4,30,15,15,해당 정보 없음,21.33,22,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-12-09,2025-05-30,응용SW엔지니어링(20010202),K-디지털 트레이닝,940,"(03163) 서울특별시 종로구 인사동길 12 7층, 15층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,5,100,48,48,해당 정보 없음,40.0,25,해당 정보 없음,72.1,41,2024-03-25,2024-09-13,응용SW엔지니어링(20010202),K-디지털 트레이닝,920,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,6,100,27,27,해당 정보 없음,40.0,48,해당 정보 없음,70.8,24,2024-06-03,2024-11-26,응용SW엔지니어링(20010202),K-디지털 트레이닝,920,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,7,100,45,45,해당 정보 없음,40.0,27,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-12-18,2025-06-13,응용SW엔지니어링(20010202),K-디지털 트레이닝,920,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
(주)솔데스크,Ansible 자동화로 구현한 아마존 AWS 클라우드 환경 DevOps,19,30,24,23,해당 정보 없음,23.0,21,해당 정보 없음,97.7,19,2024-04-16,2024-10-15,IT시스템관리(20010301),K-디지털 트레이닝,960,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 블록체인 스쿨,4,80,23,23,해당 정보 없음,17.5,28,해당 정보 없음,95.2,15,2024-04-18,2024-08-30,응용SW엔지니어링(20010202),K-디지털 트레이닝,720,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 블록체인 스쿨,5,80,12,12,해당 정보 없음,17.5,23,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-11-20,2025-04-10,응용SW엔지니어링(20010202),K-디지털 트레이닝,720,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,멋쟁이사자처럼 프론트엔드 스쿨,11,110,60,60,해당 정보 없음,60.0,40,해당 정보 없음,86.3,48,2024-04-22,2024-09-25,응용SW엔지니어링(20010202),K-디지털 트레이닝,760,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,실전 Unity 게임 개발: 모바일 콘텐츠 제작 기술 과정,1,60,57,57,해당 정보 없음,78.67,해당 정보 없음,해당 정보 없음,62.3,47,2024-05-29,2024-11-22,응용SW엔지니어링(20010202),K-디지털 트레이닝,920,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,실전 Unity 게임 개발: 모바일 콘텐츠 제작 기술 과정,2,60,59,59,해당 정보 없음,78.67,57,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-09-23,2025-03-21,응용SW엔지니어링(20010202),K-디지털 트레이닝,920,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,실전 Unity 게임 개발: 모바일 콘텐츠 제작 기술 과정,3,120,120,120,해당 정보 없음,78.67,59,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-11-19,2025-05-16,응용SW엔지니어링(20010202),K-디지털 트레이닝,920,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
대한상공회의소,[마이크로소프트] Microsoft AI School,14,37,27,27,해당 정보 없음,41.33,19,해당 정보 없음,68.9,17,2024-06-03,2024-10-31,응용SW엔지니어링(20010202),K-디지털 트레이닝,956,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단
대한상공회의소,[마이크로소프트] Microsoft AI School,15,30,26,26,해당 정보 없음,41.33,27,해당 정보 없음,72.9,20,2024-06-03,2024-10-31,응용SW엔지니어링(20010202),K-디지털 트레이닝,956,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단
대한상공회의소,[마이크로소프트] Microsoft AI School,16,60,51,51,해당 정보 없음,41.33,26,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-09-02,2025-02-27,응용SW엔지니어링(20010202),K-디지털 트레이닝,956,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단
대한상공회의소,[마이크로소프트] Microsoft AI School,17,60,43,43,해당 정보 없음,41.33,51,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-09-02,2025-02-27,응용SW엔지니어링(20010202),K-디지털 트레이닝,956,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단
대한상공회의소,[마이크로소프트] Microsoft AI School,18,67,58,58,해당 정보 없음,41.33,43,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-12-16,2025-06-13,응용SW엔지니어링(20010202),K-디지털 트레이닝,956,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단
대한상공회의소,[마이크로소프트] Microsoft AI School,19,52,43,43,해당 정보 없음,41.33,58,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-12-16,2025-06-13,응용SW엔지니어링(20010202),K-디지털 트레이닝,956,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단
주식회사멋쟁이사자처럼,클라우드 커리어의 시작: AWS 기반 DevOps 엔지니어 교육,1,60,30,30,해당 정보 없음,30.0,해당 정보 없음,해당 정보 없음,65.6,22,2024-06-10,2024-11-07,클라우드인프라스트럭쳐엔지니어링(20010215),K-디지털 트레이닝,800,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
주식회사멋쟁이사자처럼,클라우드 커리어의 시작: AWS 기반 DevOps 엔지니어 교육,2,60,30,30,해당 정보 없음,30.0,30,해당 정보 없음,해당 정보 없음,해당 정보 없음,2024-10-24,2025-03-26,클라우드인프라스트럭쳐엔지니어링(20010215),K-디지털 트레이닝,800,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층"
한국표준협회,[코오롱 베니트]하이브리드 클라우드 컨테이너 플랫폼 설계 및 구현 과정,1,30,21,21,해당 정보 없음,24.67,해당 정보 없음,해당 정보 없음,49.6,17,2024-06-18,2024-12-30,IT시스템관리(20010301),K-디지털 트레이닝,1040,(06160) 서울특별시 강남구 테헤란로69길 5 (삼성동) DT센터
