기관명,주소,과정명,회차,직종,훈련유형,개강일,종강일,훈련시간,모집인원,수강신청인원,수강확정인원,평균 인원,전회차 인원,만족도_평균점수,만족도_응답자수,6개월후_취업률_퍼센트,6개월후_취업률_기준인원
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,6회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-07-04,2024-01-09,960,30,27,27,20.11,30,82,19,61.1,18
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,7회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-07-26,2024-01-30,960,30,30,30,20.11,27,78,26,44.0,25
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,8회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-10-24,2024-04-25,960,30,26,26,20.11,30,96.4,24,44.5,18
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,9회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-01-23,2024-07-18,960,30,17,17,20.11,26,94.5,13,53.9,13
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,10회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-03-12,2024-09-06,960,30,18,18,20.11,17,95.9,14,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,11회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-03-12,2024-09-12,960,30,22,22,20.11,18,93.2,19,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,12회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-04-09,2024-10-08,960,30,17,17,20.11,22,94,12,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,13회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-05-21,2024-11-13,960,30,10,10,20.11,17,93.9,7,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,14회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-23,2025-03-19,960,30,13,13,20.11,10,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,15회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-08-20,2025-02-21,960,30,18,18,20.11,13,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,16회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-10-08,2025-04-08,960,30,21,21,20.11,18,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,17회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-10-29,2025-04-25,960,30,20,20,20.11,21,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,18회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-07-04,960,30,21,21,20.11,20,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,1회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-08-03,2022-02-03,960,25,30,30,26.8,해당 정보 없음,89.2,26,80.7,26
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,2회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-11-30,2022-05-30,960,25,21,20,26.8,30,100,20,85.0,20
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,3회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-12-28,2022-06-29,960,30,26,26,26.8,20,81.8,22,76.2,21
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,4회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-06-14,2022-12-07,960,30,26,26,26.8,26,97.5,24,81.8,22
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,5회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-07-12,2023-01-19,960,30,29,29,26.8,26,90.4,27,82.6,23
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,6회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-12-27,2023-06-29,960,30,30,30,26.8,29,99.3,27,84.0,25
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,7회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-01-27,2023-07-21,960,30,30,30,26.8,30,83,26,47.8,23
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,8회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-07-25,2024-01-18,960,30,29,29,26.8,30,89,26,78.3,23
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,9회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-07-26,2024-01-24,960,30,29,29,26.8,29,95.1,26,72.7,22
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,10회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-08-17,2024-03-15,960,30,19,19,26.8,29,80,15,50.0,14
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,1회차,IT시스템관리(20010301),K-디지털 트레이닝,2021-06-07,2021-11-29,960,30,30,30,26.6,해당 정보 없음,88.5,26,92.6,27
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,2회차,IT시스템관리(20010301),K-디지털 트레이닝,2021-07-20,2022-01-13,960,30,29,28,26.6,30,93.3,21,85.8,21
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,3회차,IT시스템관리(20010301),K-디지털 트레이닝,2022-01-18,2022-07-18,960,30,27,27,26.6,28,88.2,22,76.2,21
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,4회차,IT시스템관리(20010301),K-디지털 트레이닝,2022-03-15,2022-09-02,960,30,24,24,26.6,27,79.1,21,70.0,20
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,5회차,IT시스템관리(20010301),K-디지털 트레이닝,2022-06-21,2022-12-16,960,30,25,25,26.6,24,92.6,19,88.2,17
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,7회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-01-31,2023-07-24,960,30,17,17,26.6,25,88.4,16,86.7,15
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,8회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-03-21,2023-09-11,960,30,28,28,26.6,17,74,22,76.2,21
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,9회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-07-11,2024-01-10,960,30,30,30,26.6,28,94.2,27,72.4,29
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,10회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-07-25,2024-03-15,960,30,29,29,26.6,30,83.7,21,61.5,13
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",Ansible 자동화로 구현한 클라우드 환경 DevOps,11회차,IT시스템관리(20010301),K-디지털 트레이닝,2023-09-19,2024-03-26,960,30,28,28,26.6,29,99.4,24,72.0,25
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,1회차,빅데이터분석(20010105),K-디지털 트레이닝,2020-12-29,2021-07-06,977,25,30,30,22.0,해당 정보 없음,83.8,26,60.0,25
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,2회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-01-28,2021-07-26,977,25,30,30,22.0,30,85.4,25,83.3,24
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,3회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-02-24,2021-08-18,977,25,25,25,22.0,30,82.4,17,41.2,17
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,4회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-07-12,2022-01-06,977,25,27,27,22.0,25,95.2,25,77.3,22
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,5회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-08-09,2022-02-03,977,25,22,23,22.0,27,90.5,19,70.0,20
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,6회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-09-13,2022-03-23,977,29,28,29,22.0,23,97,27,58.3,24
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,7회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-11-22,2022-05-23,977,25,25,25,22.0,29,64.5,22,66.7,15
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,8회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-01-24,2022-08-10,977,30,29,29,22.0,25,74,20,72.0,25
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,9회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-02-14,2022-08-11,977,30,26,26,22.0,29,91.7,24,91.3,23
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,10회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-03-28,2022-09-22,977,20,20,20,22.0,26,90.7,15,93.3,15
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,11회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-05-30,2022-11-29,977,20,12,12,22.0,20,87.3,11,70.0,10
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,12회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-09-19,2023-03-21,977,30,16,16,22.0,12,88.8,16,73.3,15
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,13회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-10-26,2023-05-10,977,20,9,9,22.0,16,86.7,6,60.0,5
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,14회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-02-20,2023-08-17,977,20,17,17,22.0,9,78,13,50.0,14
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,15회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-05-30,2023-12-04,977,20,12,12,22.0,17,72.6,12,66.7,12
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드 스쿨,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2022-06-15,2022-11-11,800,90,90,90,83.0,해당 정보 없음,86.7,69,50.8,63
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드 스쿨,2회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2022-09-19,2023-02-17,800,90,90,90,83.0,90,86.7,75,40.8,71
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드 스쿨,3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-02-20,2023-07-14,800,100,98,98,83.0,90,89,75,27.1,74
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드 스쿨,4회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-04-17,2023-09-15,800,110,108,108,83.0,98,73.1,93,44.6,83
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드 스쿨,5회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-10-18,2024-04-04,800,110,82,82,83.0,108,79.2,72,43.1,58
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드 스쿨,6회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-11-16,2024-05-03,800,110,53,53,83.0,82,83.3,36,59.4,32
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드 스쿨,7회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-03-11,2024-09-06,800,110,60,60,83.0,53,80.1,53,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,1회차,인프라스트럭쳐아키텍처구축(20010213),K-디지털 트레이닝,2022-08-08,2023-02-10,1000,20,19,19,20.5,해당 정보 없음,94.1,17,81.3,16
